Unnamed: 0,animal_id,datetime,monthyear,date_of_birth,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,name
0,A819400,2020-06-28T08:22:00.000,2020-06-28T08:22:00.000,2018-06-27T00:00:00.000,Euthanasia,Suffering,Other,Unknown,2 years,Squirrel,Brown/White,
1,A819025,2020-06-27T15:26:00.000,2020-06-27T15:26:00.000,2020-05-12T00:00:00.000,Died,In Foster,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby,*Eloise
2,A818693,2020-06-27T14:21:00.000,2020-06-27T14:21:00.000,2020-02-12T00:00:00.000,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby,*Aislinn
3,A809756,2020-06-27T12:43:00.000,2020-06-27T12:43:00.000,2018-11-30T00:00:00.000,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Brown/Tricolor,Roxy
4,A819382,2020-06-27T10:19:00.000,2020-06-27T10:19:00.000,2018-06-27T00:00:00.000,Euthanasia,Suffering,Other,Unknown,2 years,Raccoon,Gray/Black,
5,A818554,2020-06-27T10:18:00.000,2020-06-27T10:18:00.000,2018-06-10T00:00:00.000,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,Turtle
6,A818341,2020-06-27T09:49:00.000,2020-06-27T09:49:00.000,2020-04-13T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby,
7,A818340,2020-06-27T09:48:00.000,2020-06-27T09:48:00.000,2020-04-13T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue Tabby,
8,A765506,2020-06-27T09:11:00.000,2020-06-27T09:11:00.000,2014-01-21T00:00:00.000,Adoption,Foster,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Calico,*Patty
9,A817931,2020-06-27T08:16:00.000,2020-06-27T08:16:00.000,2020-04-29T00:00:00.000,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Blue,*Zelda
10,A817930,2020-06-27T08:12:00.000,2020-06-27T08:12:00.000,2020-04-29T00:00:00.000,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Link
11,A819284,2020-06-27T08:07:00.000,2020-06-27T08:07:00.000,2019-06-25T00:00:00.000,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Blue Tabby,
12,A720698,2020-06-27T08:04:00.000,2020-06-27T08:04:00.000,2014-08-14T00:00:00.000,Adoption,Foster,Dog,Neutered Male,5 years,Boxer Mix,White,*Truffles
13,A819177,2020-06-26T17:32:00.000,2020-06-26T17:32:00.000,2020-04-08T00:00:00.000,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Medium Hair,Black/White,
14,A819270,2020-06-26T17:10:00.000,2020-06-26T17:10:00.000,2018-06-25T00:00:00.000,Return to Owner,,Dog,Intact Female,2 years,American Pit Bull Terrier,Brown Brindle,Saedy
15,A818398,2020-06-26T17:08:00.000,2020-06-26T17:08:00.000,2020-01-02T00:00:00.000,Adoption,,Dog,Spayed Female,5 months,Pit Bull,Blue/White,Nova
16,A818397,2020-06-26T17:07:00.000,2020-06-26T17:07:00.000,2020-01-02T00:00:00.000,Adoption,,Dog,Spayed Female,5 months,Pit Bull Mix,Fawn/White,Kaila
17,A819371,2020-06-26T16:57:00.000,2020-06-26T16:57:00.000,2020-06-25T00:00:00.000,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair,Black/White,*55 Grams
18,A819057,2020-06-26T16:15:00.000,2020-06-26T16:15:00.000,2019-10-21T00:00:00.000,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Shorthair,Orange Tabby,
19,A819036,2020-06-26T16:11:00.000,2020-06-26T16:11:00.000,2018-06-20T00:00:00.000,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,
20,A817713,2020-06-26T15:20:00.000,2020-06-26T15:20:00.000,2019-11-24T00:00:00.000,Adoption,,Dog,Spayed Female,7 months,Pit Bull,Blue/White,Chanel
21,A787955,2020-06-26T13:36:00.000,2020-06-26T13:36:00.000,2009-01-23T00:00:00.000,Return to Owner,,Dog,Neutered Male,11 years,Labrador Retriever/Mastiff,Red,Spencer
22,A818525,2020-06-26T13:30:00.000,2020-06-26T13:30:00.000,2020-01-03T00:00:00.000,Adoption,,Dog,Intact Female,5 months,Labrador Retriever,Chocolate/White,*Dewberry
23,A620183,2020-06-26T13:06:00.000,2020-06-26T13:06:00.000,2010-08-14T00:00:00.000,Rto-Adopt,,Dog,Neutered Male,9 years,Pit Bull Mix,Brown/White,Jeffrey
24,A818836,2020-06-26T12:29:00.000,2020-06-26T12:29:00.000,2018-06-16T00:00:00.000,Return to Owner,,Dog,Intact Male,2 years,Samoyed,White/Tan,Wolfy
25,A819289,2020-06-26T12:01:00.000,2020-06-26T12:01:00.000,2018-06-25T00:00:00.000,Euthanasia,Suffering,Cat,Neutered Male,,Domestic Shorthair,Brown Tabby,
26,A818714,2020-06-26T11:52:00.000,2020-06-26T11:52:00.000,2019-12-13T00:00:00.000,Adoption,,Dog,Neutered Male,6 months,Pit Bull,White,*Kingston
27,A388545,2020-06-26T11:48:00.000,2020-06-26T11:48:00.000,2004-05-09T00:00:00.000,Adoption,Foster,Dog,Neutered Male,16 years,Miniature Poodle Mix,White,Damon
28,A818448,2020-06-26T11:25:00.000,2020-06-26T11:25:00.000,2018-06-09T00:00:00.000,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair,Black,*Bobbins
29,A815993,2020-06-26T11:06:00.000,2020-06-26T11:06:00.000,2018-04-02T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,German Shepherd Mix,Sable,*Kala
30,A819220,2020-06-26T10:44:00.000,2020-06-26T10:44:00.000,2018-06-24T00:00:00.000,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby,
31,A817081,2020-06-26T06:34:00.000,2020-06-26T06:34:00.000,2013-05-11T00:00:00.000,Adoption,Foster,Dog,Spayed Female,7 years,Siberian Husky,White,*Chimichurri
32,A819006,2020-06-25T18:33:00.000,2020-06-25T18:33:00.000,2018-03-19T00:00:00.000,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair,White,Little Girl
33,A818752,2020-06-25T18:21:00.000,2020-06-25T18:21:00.000,2016-06-15T00:00:00.000,Adoption,,Dog,Spayed Female,4 years,German Shepherd/Black Mouth Cur,Tan/Black,Grace
34,A819065,2020-06-25T16:47:00.000,2020-06-25T16:47:00.000,2018-06-21T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,White/Brown Tabby,
35,A819067,2020-06-25T16:22:00.000,2020-06-25T16:22:00.000,2019-06-21T00:00:00.000,Adoption,,Dog,Neutered Male,1 year,Basenji,Black/Tan,
36,A817559,2020-06-25T16:06:00.000,2020-06-25T16:06:00.000,2018-05-19T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,White/Red,*Maury
37,A819230,2020-06-25T15:38:00.000,2020-06-25T15:38:00.000,2020-02-24T00:00:00.000,Transfer,Partner,Dog,Intact Female,4 months,Golden Retriever/Anatol Shepherd,Yellow,
38,A655020,2020-06-25T14:51:00.000,2020-06-25T14:51:00.000,2012-11-28T00:00:00.000,Return to Owner,,Dog,Spayed Female,,Dachshund/Chihuahua Shorthair,Red/Brown,Princess
39,A819058,2020-06-25T14:46:00.000,2020-06-25T14:46:00.000,2015-06-21T00:00:00.000,Transfer,Partner,Dog,Intact Female,5 years,Yorkshire Terrier/Chihuahua Shorthair,Cream,
40,A819273,2020-06-25T14:36:00.000,2020-06-25T14:36:00.000,2020-04-10T00:00:00.000,Transfer,Partner,Cat,Intact Male,2 months,Domestic Medium Hair,Brown Tabby,
41,A819229,2020-06-25T14:34:00.000,2020-06-25T14:34:00.000,2019-10-24T00:00:00.000,Transfer,Partner,Dog,Intact Female,8 months,Chihuahua Shorthair,Tan/White,Puma
42,A818254,2020-06-25T12:58:00.000,2020-06-25T12:58:00.000,2020-03-20T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White,
43,A818253,2020-06-25T12:51:00.000,2020-06-25T12:51:00.000,2020-03-20T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White,
44,A723252,2020-06-25T12:14:00.000,2020-06-25T12:14:00.000,2012-03-30T00:00:00.000,Return to Owner,,Dog,Spayed Female,8 years,Cairn Terrier Mix,Tan/White,Grasa
45,A819032,2020-06-25T12:01:00.000,2020-06-25T12:01:00.000,2018-06-20T00:00:00.000,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull,Black,*Kiev
46,A818788,2020-06-25T12:00:00.000,2020-06-25T12:00:00.000,2020-04-15T00:00:00.000,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,Black,
47,A815954,2020-06-25T11:17:00.000,2020-06-25T11:17:00.000,2018-04-01T00:00:00.000,Rto-Adopt,,Cat,Spayed Female,2 years,Domestic Shorthair,Black,*Moira
48,A817074,2020-06-25T07:03:00.000,2020-06-25T07:03:00.000,2018-05-07T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown,*Tahini
49,A818251,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,2020-03-20T00:00:00.000,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Brown Tabby/White,
50,A819186,2020-06-24T18:25:00.000,2020-06-24T18:25:00.000,2010-06-24T00:00:00.000,Return to Owner,,Dog,Intact Female,10 years,Beagle/Boston Terrier,White/Tan,Rito
51,A819250,2020-06-24T17:57:00.000,2020-06-24T17:57:00.000,2014-06-24T00:00:00.000,Euthanasia,Suffering,Cat,Intact Male,6 years,Domestic Shorthair,Gray/White,
52,A810707,2020-06-24T17:03:00.000,2020-06-24T17:03:00.000,2012-01-18T00:00:00.000,Adoption,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Chocolate,Jack Cocoa
53,A819226,2020-06-24T15:04:00.000,2020-06-24T15:04:00.000,2018-06-24T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,
54,A711117,2020-06-24T12:51:00.000,2020-06-24T12:51:00.000,2015-06-17T00:00:00.000,Adoption,,Dog,Spayed Female,5 years,Black Mouth Cur/Catahoula,Fawn/Black,Sissy
55,A815230,2020-06-24T12:47:00.000,2020-06-24T12:47:00.000,2017-03-12T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 years,Pit Bull,White/Black,*Krypton
56,A818918,2020-06-24T12:40:00.000,2020-06-24T12:40:00.000,2020-04-26T00:00:00.000,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Calico,
57,A819207,2020-06-24T12:37:00.000,2020-06-24T12:37:00.000,2016-06-24T00:00:00.000,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair,Black/White,Oreo
58,A817238,2020-06-24T12:01:00.000,2020-06-24T12:01:00.000,2018-05-11T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,*Chandler
59,A811282,2020-06-24T10:57:00.000,2020-06-24T10:57:00.000,2017-12-31T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,Border Collie Mix,White/Black,*Josie
60,A817615,2020-06-24T10:29:00.000,2020-06-24T10:29:00.000,2020-04-13T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue,
61,A817617,2020-06-24T10:25:00.000,2020-06-24T10:25:00.000,2020-04-13T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue,
62,A817618,2020-06-24T10:19:00.000,2020-06-24T10:19:00.000,2020-04-13T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White,Pepper
63,A817616,2020-06-24T10:15:00.000,2020-06-24T10:15:00.000,2020-04-13T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue,
64,A815322,2020-06-24T08:19:00.000,2020-06-24T08:19:00.000,2019-03-13T00:00:00.000,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair,White/Blue Tabby,*Boyle
65,A815456,2020-06-24T07:30:00.000,2020-06-24T07:30:00.000,2017-03-16T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 years,American Bulldog,White/Black Brindle,*Florian
66,A816587,2020-06-24T07:25:00.000,2020-06-24T07:25:00.000,2020-04-21T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby,*Ginger
67,A818937,2020-06-23T17:54:00.000,2020-06-23T17:54:00.000,2020-04-16T00:00:00.000,Adoption,,Dog,Neutered Male,2 months,Collie Smooth,Black/White,
68,A818936,2020-06-23T17:52:00.000,2020-06-23T17:52:00.000,2020-04-16T00:00:00.000,Adoption,,Dog,Neutered Male,2 months,Collie Smooth,Black,
69,A818892,2020-06-23T17:33:00.000,2020-06-23T17:33:00.000,2018-06-17T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Siberian Husky,Black/White,
70,A818904,2020-06-23T17:15:00.000,2020-06-23T17:15:00.000,2019-10-17T00:00:00.000,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Chocolate/White,Deena
71,A818903,2020-06-23T17:07:00.000,2020-06-23T17:07:00.000,2013-06-17T00:00:00.000,Transfer,Snr,Cat,Neutered Male,7 years,Domestic Shorthair,Brown Tabby,
72,A818935,2020-06-23T17:01:00.000,2020-06-23T17:01:00.000,2020-04-03T00:00:00.000,Adoption,,Dog,Neutered Male,2 months,Collie Smooth,Black/White,
73,A818383,2020-06-23T17:00:00.000,2020-06-23T17:00:00.000,2017-06-08T00:00:00.000,Adoption,,Dog,Neutered Male,3 years,Pit Bull,White/Brown,*Forest
74,A818938,2020-06-23T16:59:00.000,2020-06-23T16:59:00.000,2020-04-03T00:00:00.000,Adoption,,Dog,Neutered Male,2 months,Collie Smooth,Tricolor,
75,A818910,2020-06-23T16:16:00.000,2020-06-23T16:16:00.000,2019-09-17T00:00:00.000,Adoption,,Other,Intact Female,9 months,Guinea Pig,White/Tricolor,Lilo
76,A818911,2020-06-23T16:15:00.000,2020-06-23T16:15:00.000,2019-04-17T00:00:00.000,Adoption,,Other,Intact Female,1 year,Guinea Pig,White/Brown,Sage
77,A819119,2020-06-23T13:30:00.000,2020-06-23T13:30:00.000,2020-06-19T00:00:00.000,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair,Brown Tabby/White,
78,A818802,2020-06-23T13:20:00.000,2020-06-23T13:20:00.000,2018-06-15T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair,White/Black,Chloe
79,A819152,2020-06-23T12:57:00.000,2020-06-23T12:57:00.000,2020-05-23T00:00:00.000,Transfer,Partner,Dog,Intact Female,4 weeks,Pit Bull,Tan/White,Pup 2
80,A819151,2020-06-23T12:57:00.000,2020-06-23T12:57:00.000,2020-05-23T00:00:00.000,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull,Brown/White,Pup 1
81,A819153,2020-06-23T12:57:00.000,2020-06-23T12:57:00.000,2020-05-23T00:00:00.000,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull,Tan/White,Pup 3
82,A819154,2020-06-23T12:56:00.000,2020-06-23T12:56:00.000,2020-05-23T00:00:00.000,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull,White/Tan,Pup 4
83,A819157,2020-06-23T12:55:00.000,2020-06-23T12:55:00.000,2019-12-23T00:00:00.000,Transfer,Partner,Dog,Intact Male,6 months,German Shepherd,Black/Brown,Rocky
84,A819160,2020-06-23T12:31:00.000,2020-06-23T12:31:00.000,2020-06-08T00:00:00.000,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Orange,
85,A818853,2020-06-23T12:30:00.000,2020-06-23T12:30:00.000,2019-10-16T00:00:00.000,Adoption,,Dog,Spayed Female,8 months,Wire Hair Fox Terrier,Tan,*Emma
86,A817745,2020-06-23T12:12:00.000,2020-06-23T12:12:00.000,2020-03-24T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,*Twilight
87,A819161,2020-06-23T11:56:00.000,2020-06-23T11:56:00.000,2020-06-08T00:00:00.000,Died,In Foster,Cat,Unknown,2 weeks,Domestic Shorthair,Orange,
88,A810610,2020-06-23T11:35:00.000,2020-06-23T11:35:00.000,2015-12-16T00:00:00.000,Adoption,Foster,Dog,Spayed Female,4 years,German Shepherd,Tan/Black,Amiri
89,A817507,2020-06-23T11:30:00.000,2020-06-23T11:30:00.000,2018-05-17T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull,Brown/White,*Hallie
90,A819093,2020-06-23T11:25:00.000,2020-06-23T11:25:00.000,2019-06-22T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 year,Dachshund,Fawn,Clyde
91,A819091,2020-06-23T11:25:00.000,2020-06-23T11:25:00.000,2019-06-22T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair,Fawn,Golden Bear
92,A818846,2020-06-23T11:24:00.000,2020-06-23T11:24:00.000,2020-01-16T00:00:00.000,Transfer,Partner,Dog,Spayed Female,5 months,Smooth Fox Terrier/Labrador Retriever,Brown/White,*Ana
93,A772888,2020-06-23T11:24:00.000,2020-06-23T11:24:00.000,2014-09-24T00:00:00.000,Transfer,Partner,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown,Jazz
94,A819092,2020-06-23T11:24:00.000,2020-06-23T11:24:00.000,2019-06-22T00:00:00.000,Transfer,Partner,Dog,Intact Female,1 year,Dachshund,Brown/White,Bonnie
95,A772934,2020-06-23T11:24:00.000,2020-06-23T11:24:00.000,2016-11-25T00:00:00.000,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair,Brown/White,*Percy
96,A819090,2020-06-23T11:24:00.000,2020-06-23T11:24:00.000,2018-06-22T00:00:00.000,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair,Tricolor,Baby
97,A815277,2020-06-23T11:22:00.000,2020-06-23T11:22:00.000,2020-03-06T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White,*Ash
98,A815276,2020-06-23T11:20:00.000,2020-06-23T11:20:00.000,2020-03-06T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point,Willy
99,A819156,2020-06-23T10:04:00.000,2020-06-23T10:04:00.000,2018-06-23T00:00:00.000,Euthanasia,Suffering,Other,Unknown,2 years,Raccoon,Gray/Black,
100,A816586,2020-06-23T08:41:00.000,2020-06-23T08:41:00.000,2020-04-21T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,*Red
101,A816585,2020-06-23T08:36:00.000,2020-06-23T08:36:00.000,2020-04-21T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,*Blue
102,A816584,2020-06-23T08:35:00.000,2020-06-23T08:35:00.000,2020-04-21T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,*Barry
103,A819147,2020-06-23T00:00:00.000,2020-06-23T00:00:00.000,2018-06-22T00:00:00.000,Euthanasia,At Vet,Other,Unknown,2 years,Skunk,Black/White,
104,A816506,2020-06-22T19:12:00.000,2020-06-22T19:12:00.000,2018-04-20T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier,Brown/White,Jr
105,A818960,2020-06-22T18:43:00.000,2020-06-22T18:43:00.000,2020-04-03T00:00:00.000,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair,Blue Tabby,
106,A818651,2020-06-22T18:43:00.000,2020-06-22T18:43:00.000,2020-04-18T00:00:00.000,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,White/Orange,Mr Peaches
107,A818795,2020-06-22T18:42:00.000,2020-06-22T18:42:00.000,2018-06-15T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,
108,A818791,2020-06-22T18:40:00.000,2020-06-22T18:40:00.000,2020-01-02T00:00:00.000,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Tan/White,Ladybird
109,A818964,2020-06-22T18:39:00.000,2020-06-22T18:39:00.000,2020-04-03T00:00:00.000,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,
110,A818893,2020-06-22T18:35:00.000,2020-06-22T18:35:00.000,2019-12-17T00:00:00.000,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever,Tan,
111,A762078,2020-06-22T18:19:00.000,2020-06-22T18:19:00.000,2017-05-14T00:00:00.000,Adoption,,Dog,Spayed Female,3 years,Pointer Mix,Brown/White,Canela
112,A818967,2020-06-22T18:00:00.000,2020-06-22T18:00:00.000,2018-12-18T00:00:00.000,Adoption,,Dog,Neutered Male,1 year,Papillon Mix,White/Brown,
113,A818962,2020-06-22T16:52:00.000,2020-06-22T16:52:00.000,2020-04-18T00:00:00.000,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,
114,A818965,2020-06-22T16:52:00.000,2020-06-22T16:52:00.000,2020-04-03T00:00:00.000,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,
115,A818690,2020-06-22T16:39:00.000,2020-06-22T16:39:00.000,2020-01-28T00:00:00.000,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby,*Teagan
116,A818861,2020-06-22T16:36:00.000,2020-06-22T16:36:00.000,2020-04-14T00:00:00.000,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,
117,A818860,2020-06-22T16:22:00.000,2020-06-22T16:22:00.000,2020-04-14T00:00:00.000,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black,
118,A818854,2020-06-22T16:19:00.000,2020-06-22T16:19:00.000,2020-03-16T00:00:00.000,Adoption,,Dog,Neutered Male,3 months,Pointer,White/Black,
119,A819064,2020-06-22T15:19:00.000,2020-06-22T15:19:00.000,2013-06-21T00:00:00.000,Transfer,Partner,Cat,Spayed Female,7 years,Domestic Shorthair,Black,
120,A819129,2020-06-22T14:51:00.000,2020-06-22T14:51:00.000,2020-04-22T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Tan,
121,A819130,2020-06-22T14:51:00.000,2020-06-22T14:51:00.000,2020-04-22T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Tan,
122,A819128,2020-06-22T14:50:00.000,2020-06-22T14:50:00.000,2018-06-22T00:00:00.000,Transfer,Partner,Dog,Intact Female,2 years,German Shepherd/Cardigan Welsh Corgi,Tan/White,
123,A819127,2020-06-22T14:48:00.000,2020-06-22T14:48:00.000,2019-12-22T00:00:00.000,Transfer,Partner,Dog,Intact Male,6 months,Chihuahua Shorthair Mix,Tan/Black,
124,A818743,2020-06-22T14:04:00.000,2020-06-22T14:04:00.000,2018-06-27T00:00:00.000,Adoption,,Dog,Spayed Female,1 year,Pit Bull,White,Daisy
125,A819120,2020-06-22T14:02:00.000,2020-06-22T14:02:00.000,2020-06-19T00:00:00.000,Euthanasia,Suffering,Cat,Intact Male,,Domestic Shorthair,Black,
126,A819081,2020-06-22T12:53:00.000,2020-06-22T12:53:00.000,2020-04-01T00:00:00.000,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd,Brown/Black,
127,A818716,2020-06-22T12:31:00.000,2020-06-22T12:31:00.000,2011-06-16T00:00:00.000,Return to Owner,,Dog,Neutered Male,9 years,Miniature Schnauzer,Gray,Mr Pogo
128,A818671,2020-06-22T12:30:00.000,2020-06-22T12:30:00.000,2013-06-12T00:00:00.000,Transfer,Partner,Dog,Neutered Male,7 years,Bichon Frise/Lhasa Apso,Cream,Biscuit
129,A819079,2020-06-22T12:30:00.000,2020-06-22T12:30:00.000,2020-06-12T00:00:00.000,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Brown Tiger,
130,A817230,2020-06-22T12:29:00.000,2020-06-22T12:29:00.000,2018-05-11T00:00:00.000,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Black,Lana
131,A818377,2020-06-22T12:29:00.000,2020-06-22T12:29:00.000,2019-06-07T00:00:00.000,Return to Owner,,Dog,Neutered Male,1 year,Staffordshire,White,Wylie
132,A818521,2020-06-22T12:28:00.000,2020-06-22T12:28:00.000,2014-06-10T00:00:00.000,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair,Torbie,Izzie
133,A806844,2020-06-22T11:10:00.000,2020-06-22T11:10:00.000,2017-06-10T00:00:00.000,Adoption,,Dog,Spayed Female,3 years,Pit Bull,Brown Brindle/White,Harley
134,A818796,2020-06-22T11:08:00.000,2020-06-22T11:08:00.000,2020-03-15T00:00:00.000,Transfer,Partner,Dog,Neutered Male,3 months,Italian Greyhound Mix,Tan,
135,A819076,2020-06-22T09:41:00.000,2020-06-22T09:41:00.000,2019-06-21T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,
136,A818986,2020-06-22T09:38:00.000,2020-06-22T09:38:00.000,2019-06-18T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown/Brown,
137,A819066,2020-06-21T18:56:00.000,2020-06-21T18:56:00.000,2019-12-21T00:00:00.000,Transfer,Partner,Dog,Intact Male,6 months,Chihuahua Shorthair/Rat Terrier,White/Brown,
138,A818694,2020-06-21T18:09:00.000,2020-06-21T18:09:00.000,2020-02-12T00:00:00.000,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie,*Caelan
139,A818630,2020-06-21T16:31:00.000,2020-06-21T16:31:00.000,2013-06-11T00:00:00.000,Euthanasia,Suffering,Cat,Intact Female,7 years,Domestic Shorthair,Blue,*Irina
140,A808646,2020-06-21T16:07:00.000,2020-06-21T16:07:00.000,2017-11-11T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,Siberian Husky/German Shepherd,Brown/White,Jasper
141,A818234,2020-06-21T13:00:00.000,2020-06-21T13:00:00.000,2018-06-04T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Brown/White,*Pistachio
142,A817994,2020-06-21T12:05:00.000,2020-06-21T12:05:00.000,2018-05-30T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Blue/White,*Jemma
143,A818682,2020-06-21T11:25:00.000,2020-06-21T11:25:00.000,2020-01-05T00:00:00.000,Adoption,,Dog,Neutered Male,5 months,German Shepherd,Tan/Black,*Dover
144,A819037,2020-06-21T09:24:00.000,2020-06-21T09:24:00.000,2018-06-20T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,
145,A818966,2020-06-20T18:58:00.000,2020-06-20T18:58:00.000,2020-05-11T00:00:00.000,Return to Owner,,Dog,Intact Male,1 month,Labrador Retriever,Chocolate/White,
146,A819048,2020-06-20T17:57:00.000,2020-06-20T17:57:00.000,2020-06-05T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Black,*248 Grams
147,A819049,2020-06-20T17:57:00.000,2020-06-20T17:57:00.000,2020-06-05T00:00:00.000,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue,*239 Grams
